locale,service_url,primary_keyword,secondary_keywords,schema_type,canonical,internal_links,content_requirements,priority_score,service_mapping,service_slug,city_slug
en-us,https://nrlc.ai/en-us/services/structured-data-ai/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/structured-data-ai/kazo/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,structured-data-ai,kazo
en-us,https://nrlc.ai/en-us/services/training/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/training/kazo/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,training,kazo
es-es,https://nrlc.ai/es-es/services/content-optimization-ai/edmonton/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/content-optimization-ai/edmonton/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,content-optimization-ai,edmonton
fr-fr,https://nrlc.ai/fr-fr/services/llm-content-strategy/hull/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/fr-fr/services/llm-content-strategy/hull/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-content-strategy,hull
ko-kr,https://nrlc.ai/ko-kr/services/voice-search-optimization/kawaguchi/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/ko-kr/services/voice-search-optimization/kawaguchi/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,voice-search-optimization,kawaguchi
en-us,https://nrlc.ai/services/claude-optimization/vancouver/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/claude-optimization/vancouver/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,claude-optimization,vancouver
en-us,https://nrlc.ai/services/content-optimization-ai/whitehorse/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/content-optimization-ai/whitehorse/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,content-optimization-ai,whitehorse
de-de,https://nrlc.ai/de-de/services/ecommerce-ai-seo/fort-worth/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/ecommerce-ai-seo/fort-worth/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ecommerce-ai-seo,fort-worth
en-us,https://nrlc.ai/en-us/services/llm-seeding/stoke-on-trent/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/llm-seeding/stoke-on-trent/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-seeding,stoke-on-trent
en-us,https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,"schema markup kansas","schema markup jacksonville",Service,https://nrlc.ai/en-us/services/schema-markup-ai/kazo/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'schema markup kansas' in H1 and first paragraph; Reference secondary keywords: 'schema markup jacksonville' in body content; Include schema markup examples; Reference JSON-LD implementation",2.5,structured_data_engineering,schema-markup-ai,kazo
en-us,https://nrlc.ai/en-us/services/structured-data-ai/peterborough/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/structured-data-ai/peterborough/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,structured-data-ai,peterborough
es-es,https://nrlc.ai/es-es/services/local-seo-ai/tampa/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/local-seo-ai/tampa/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,local-seo-ai,tampa
es-es,https://nrlc.ai/es-es/services/structured-data-ai/boston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/structured-data-ai/boston/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,structured-data-ai,boston
en-us,https://nrlc.ai/services/entity-recognition-ai/kuki/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/entity-recognition-ai/kuki/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,entity-recognition-ai,kuki
en-us,https://nrlc.ai/services/technical-seo/edmonton/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/technical-seo/edmonton/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,technical-seo,edmonton
en-us,https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/b2b-seo-ai/iruma/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,b2b-seo-ai,iruma
en-us,https://nrlc.ai/en-us/services/knowledge-graph-ai/cambridge/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/knowledge-graph-ai/cambridge/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,knowledge-graph-ai,cambridge
en-us,https://nrlc.ai/en-us/services/relevance-optimization-ai/utsunomiya/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/relevance-optimization-ai/utsunomiya/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,relevance-optimization-ai,utsunomiya
fr-fr,https://nrlc.ai/fr-fr/services/relevance-optimization-ai/busan/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/relevance-optimization-ai/busan/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,relevance-optimization-ai,busan
ko-kr,https://nrlc.ai/ko-kr/services/training/yokohama/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/ko-kr/services/training/yokohama/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,training,yokohama
en-us,https://nrlc.ai/services/authority-optimization-ai/gimhae/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/authority-optimization-ai/gimhae/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,authority-optimization-ai,gimhae
en-us,https://nrlc.ai/services/international-seo/columbus/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/international-seo/columbus/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,international-seo,columbus
en-us,https://nrlc.ai/services/site-audits/raleigh/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/site-audits/raleigh/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,site-audits,raleigh
en-us,https://nrlc.ai/services/technical-seo/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/technical-seo/kazo/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,technical-seo,kazo
de-de,https://nrlc.ai/de-de/services/completeness-optimization-ai/wako/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/completeness-optimization-ai/wako/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,completeness-optimization-ai,wako
en-us,https://nrlc.ai/en-us/services/accuracy-optimization-ai/okayama/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/accuracy-optimization-ai/okayama/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,accuracy-optimization-ai,okayama
es-es,https://nrlc.ai/es-es/services/structured-data-ai/ansan/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/structured-data-ai/ansan/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,structured-data-ai,ansan
es-es,https://nrlc.ai/es-es/services/voice-search-optimization/london/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/es-es/services/voice-search-optimization/london/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,voice-search-optimization,london
fr-fr,https://nrlc.ai/fr-fr/services/ai-citation-optimization/fukaya/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/ai-citation-optimization/fukaya/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ai-citation-optimization,fukaya
fr-fr,https://nrlc.ai/fr-fr/services/competitor-analysis-ai/san-francisco/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/competitor-analysis-ai/san-francisco/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,competitor-analysis-ai,san-francisco
ko-kr,https://nrlc.ai/ko-kr/services/llm-content-strategy/omaha/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/ko-kr/services/llm-content-strategy/omaha/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-content-strategy,omaha
en-us,https://nrlc.ai/services/competitor-analysis-ai/edinburgh/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/competitor-analysis-ai/edinburgh/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,competitor-analysis-ai,edinburgh
en-us,https://nrlc.ai/services/perplexity-optimization/houston/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/perplexity-optimization/houston/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,perplexity-optimization,houston
en-us,https://nrlc.ai/services/generative-seo/jeju/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/generative-seo/jeju/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,generative-seo,jeju
en-gb,https://nrlc.ai/en-gb/services/ai-search-optimization/detroit/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/ai-search-optimization/detroit/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ai-search-optimization,detroit
en-gb,https://nrlc.ai/en-gb/services/content-optimization-ai/honjo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/content-optimization-ai/honjo/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,content-optimization-ai,honjo
en-gb,https://nrlc.ai/en-gb/services/entity-optimization-ai/goyang/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/entity-optimization-ai/goyang/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,entity-optimization-ai,goyang
en-gb,https://nrlc.ai/en-gb/services/metadata-optimization-ai/leicester/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/metadata-optimization-ai/leicester/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,metadata-optimization-ai,leicester
en-gb,https://nrlc.ai/en-gb/services/personalization-ai/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-gb/services/personalization-ai/kazo/,"/en-gb/services/crawl-clarity/ | /en-gb/services/json-ld-strategy/ | /en-gb/services/llm-seeding/ | /en-gb/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,personalization-ai,kazo
en-us,https://nrlc.ai/en-us/services/agentic-seo/sheffield/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/agentic-seo/sheffield/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,agentic-seo,sheffield
en-us,https://nrlc.ai/en-us/services/generative-seo/kansas-city/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/generative-seo/kansas-city/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,generative-seo,kansas-city
en-us,https://nrlc.ai/en-us/services/llm-optimization/nishinomiya/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/llm-optimization/nishinomiya/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-optimization,nishinomiya
en-us,https://nrlc.ai/en-us/services/voice-search-optimization/nara/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/voice-search-optimization/nara/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,voice-search-optimization,nara
es-es,https://nrlc.ai/es-es/services/llm-optimization/phoenix/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/es-es/services/llm-optimization/phoenix/,"/es-es/services/crawl-clarity/ | /es-es/services/json-ld-strategy/ | /es-es/services/llm-seeding/ | /es-es/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-optimization,phoenix
fr-fr,https://nrlc.ai/fr-fr/services/authority-optimization-ai/trois-rivieres/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/authority-optimization-ai/trois-rivieres/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,authority-optimization-ai,trois-rivieres
fr-fr,https://nrlc.ai/fr-fr/services/b2b-seo-ai/anyang/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/b2b-seo-ai/anyang/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,b2b-seo-ai,anyang
ko-kr,https://nrlc.ai/ko-kr/services/competitor-analysis-ai/ulsan/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/ko-kr/services/competitor-analysis-ai/ulsan/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,competitor-analysis-ai,ulsan
en-us,https://nrlc.ai/services/llm-optimization/columbus/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/llm-optimization/columbus/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-optimization,columbus
en-us,https://nrlc.ai/services/llm-seeding/tokyo/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/services/llm-seeding/tokyo/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-seeding,tokyo
